question_code,正答率,選択率1,選択率2,選択率3,選択率4,選択率5,識別値,70%以上のフラグ
105A001,97.2,2.5,97.2,0.2,0.2,,,〇
105A002,99,0.2,0.3,0.5,99.0,,,〇
105A003,77.6,3.8,2.6,77.6,15.9,,,〇
105A004,95,4.5,95.0,0.0,0.5,,,〇
105A005,97.9,0.7,97.9,1.0,0.5,,,〇
105A006,96.5,1.5,96.5,1.5,0.5,,,〇
105A007,92.4,0.2,1.8,92.4,5.6,,,〇
105A008,97.2,1.3,97.2,1.0,0.5,,,〇
105A009,97.5,1.7,97.5,0.7,0.2,,,〇
105A010,98.8,0.5,0.5,0.2,98.8,,,〇
105A011,99.5,0.0,0.2,99.5,0.3,,,〇
105A012,99.2,0.0,0.8,99.2,0.0,,,〇
105A013,76.5,20.5,76.5,2.2,0.8,,,〇
105A014,99.5,0.2,0.2,99.5,0.2,,,〇
105A015,87.1,0.2,9.4,87.1,3.3,,,〇
105A016,95,1.7,2.5,0.8,95.0,,,〇
105A017,92.7,2.1,4.6,0.5,92.7,,,〇
105A018,96.9,1.0,1.5,0.7,96.9,,,〇
105A019,99,0.0,0.2,99.0,0.8,,,〇
105A020,NULL,5.6,2.1,79.7,12.6,,,〇
105A021,99.5,0.0,0.5,99.5,0.0,,,〇
105A022,97.9,1.0,0.3,0.8,97.9,,,〇
105A023,99,99.0,0.2,0.2,0.7,,,〇
105A024,93,4.0,1.3,93.0,1.7,,,〇
105A025,30,30.0,65.5,4.1,0.3,,,×
105A026,61.3,10.7,14.5,13.4,61.3,,,×
105A027,30.4,14.5,30.4,16.5,38.5,,,×
105A028,76.8,76.8,5.5,4.0,13.7,,,〇
105A029,92.6,2.5,1.0,4.0,92.6,,,〇
105A030,63.3,1.2,32.7,63.3,2.8,,,×
105A031,82.3,3.1,1.7,82.3,12.9,,,〇
105A032,93.4,93.4,0.5,3.5,2.6,,,〇
105A033,66.1,3.3,66.1,3.1,27.5,,,×
105A034,25.6,16.7,25.6,53.4,4.3,,,×
105A035,36.2,36.2,23.1,15.7,25.0,,,×
105A036,93.1,93.1,6.6,0.3,0.0,,,〇
105A037,77,1.0,0.0,77.0,22.0,,,〇
105A038,96.9,2.1,0.5,96.9,0.5,,,〇
105A039,95.5,2.6,0.3,1.5,95.5,,,〇
105A040,99.5,0.0,0.0,0.5,99.5,,,〇
105A041,94.2,94.2,2.3,2.0,1.5,,,〇
105A042,99.3,0.3,0.3,0.0,99.3,,,〇
105A043,76.5,4.0,0.2,76.5,19.4,,,〇
105A044,97.5,0.5,0.3,1.7,97.5,,,〇
105A045,72.9,6.6,1.2,19.3,72.9,,,〇
105A046,31,51.8,31.0,17.2,0.0,,,×
105A047,80.4,3.6,5.1,80.4,10.8,,,〇
105A048,95.4,95.4,0.2,0.5,4.0,,,〇
105A049,93.2,93.2,6.3,0.2,0.3,,,〇
105A050,90.4,1.5,90.4,6.1,2.0,,,〇
105A051,66.4,0.7,66.4,29.1,3.8,,,×
105A052,87.4,0.3,11.2,1.0,87.4,,,〇
105A053,56.2,1.7,5.2,36.9,56.2,,,×
105A054,50.2,50.2,6.0,40.0,3.8,,,×
105A055,90.1,2.0,0.0,7.9,90.1,,,〇
105A056,75.5,1.3,20.4,2.8,75.5,,,〇
105A057,72.1,3.6,7.8,16.5,72.1,,,〇
105A058,93.7,2.6,2.0,1.7,93.7,,,〇
105A059,88.3,88.3,4.5,6.1,1.2,,,〇
105A060,86,86.0,0.3,7.6,6.1,,,〇
105A061,60.3,6.3,2.1,31.2,60.3,,,×
105A062,72.9,72.9,11.7,7.1,8.3,,,〇
105A063,98.2,0.2,0.3,98.2,1.3,,,〇
105A064,85.8,85.8,4.0,4.8,5.5,,,〇
105A065,68.4,26.9,4.0,0.7,68.4,,,×
105A066,NULL,1.2,14.2,3.1,81.5,,,〇
105A067,95.4,2.1,2.0,95.4,0.5,,,〇
105A068,43.3,0.3,43.3,34.0,16.5,5.8,,×
105A069,46.7,12.4,46.7,30.6,8.1,2.2,,×
105A070,72.7,19.0,4.3,3.0,72.7,1.0,,〇
105A071,21.3,5.0,71.7,21.3,1.5,0.5,,×
105A072,27.2,27.2,1.5,1.2,68.9,1.3,,×
105A073,56.9,31.6,0.5,6.6,56.9,4.5,,×
105A074,61,61.0,6.9,8.4,14.0,9.6,,×
105A075,96,2.8,0.0,96.0,0.2,1.0,,〇
105A076,76.9,76.9,0.3,1.7,1.5,19.7,,〇
105A077,72.4,72.4,12.7,13.1,1.2,0.7,,〇
105A078,99.3,99.3,0.2,0.3,0.0,0.2,,〇
105A079,73.7,4.1,9.1,73.7,2.8,10.3,,〇
105A080,94.7,0.2,0.2,3.8,94.7,1.2,,〇
105A081,15.5,40.6,59.9,26.8,8.8,63.9,,×
105A082,99.3,0.3,0.3,0.2,99.5,99.7,,〇
105A083,55,11.3,15.1,21.3,59.1,93.2,,×
105A084,74.5,10.9,0.3,14.3,84.4,90.0,,〇
105A085,96.2,0.2,2.0,99.3,96.9,1.7,,〇
105A086,20.9,5.1,64.2,81.1,29.5,20.0,,×
105A087,74.5,3.6,20.7,2.6,85.1,87.9,,〇
105A088,11.1,70.7,5.3,18.8,22.8,82.3,,×
105A089,70.2,98.3,1.3,72.5,18.4,9.5,,〇
105A090,62,,,,,,,×
105A091,73,13.2,5.8,7.9,73.0,,,〇
105A092,77.2,10.3,3.2,6.3,3.0,77.2,,〇
105A093,72.7,1.2,19.3,6.1,72.7,0.7,,〇
105A094,80.3,80.3,10.2,3.5,0.7,5.3,,〇
105A095,97.2,0.5,0.0,2.0,97.2,0.3,,〇
105A096,44.8,5.6,75.6,31.4,19.6,67.7,,×
105A097,94.4,1.3,1.5,2.8,94.4,,,〇
105A098,73,4.5,0.5,73.0,22.0,,,〇
105A099,99.5,0.2,0.3,99.5,0.0,,,〇
105A100,71.6,5.6,1.0,17.2,71.6,4.5,,〇
105A101,91.9,0.0,2.0,91.9,6.1,,,〇
105A102,98,0.2,98.0,1.7,0.2,,,〇
105A103,80,14.5,80.0,5.1,0.3,,,〇
105A104,91.7,6.6,91.7,0.7,1.0,,,〇
105A105,83.6,89.9,4.9,1.9,5.2,98.1,,〇
105A106,71.4,1.2,4.6,22.8,71.4,,,〇
105A107,88.6,1.0,2.6,7.8,88.6,,,〇
105A108,97.4,0.5,0.3,1.8,97.4,,,〇
105A109,81.7,0.8,17.2,81.7,0.3,,,〇
105A110,87.6,4.5,7.9,87.6,0.0,,,〇
105A111,96.2,1.7,1.3,96.2,0.8,,,〇
105A112,71.7,18.7,0.5,9.1,71.7,,,〇
105A113,34.4,34.4,64.6,0.3,0.7,,,×
105A114,90.6,0.3,99.3,92.6,4.0,3.7,,〇
105A115,98.2,0.5,0.0,1.2,0.2,98.2,,〇
105A116,41.5,15.9,41.5,12.3,30.3,,,×
105A117,60.3,3.6,28.4,60.3,7.2,0.5,,×
105A118,80.6,0.0,80.6,1.7,17.7,,,〇
105A119,85,9.3,0.7,85.0,5.1,,,〇
105A120,99.3,0.2,0.0,0.5,99.3,,,〇
105P001,99,0.5,0.5,99.0,0.0,,,〇
105P002,81.3,7.3,81.3,10.7,0.7,,,〇
105P003,96.9,0.2,0.3,2.6,96.9,,,〇
105P004,98,1.3,98.0,0.3,0.3,,,〇
105P005,95.4,0.0,95.4,0.7,4.0,,,〇
105P006,83.6,13.7,83.6,2.6,0.0,,,〇
105P007,92.6,5.8,1.0,92.6,0.7,,,〇
105P008,99.8,0.0,0.2,0.0,99.8,,,〇
105P009,97.9,1.5,0.7,0.0,97.9,,,〇
105P010,91.9,2.3,91.9,3.0,2.8,,,〇
105P011,97.4,97.4,1.8,0.3,0.5,,,〇
105P012,99.7,0.2,0.0,0.2,99.7,,,〇
105P013,86.3,3.1,86.3,0.3,10.2,,,〇
105P014,79.3,17.2,2.6,79.3,0.8,,,〇
105P015,99,0.0,0.2,0.8,99.0,,,〇
105P016,98.2,0.2,0.0,1.7,98.2,,,〇
105P017,97.7,1.2,1.0,0.2,97.7,,,〇
105P018,97.4,2.0,0.0,97.4,0.7,,,〇
105P019,90.7,0.0,0.0,9.3,90.7,,,〇
105P020,99.5,0.2,0.2,99.5,0.2,,,〇
105P021,99,99.0,0.2,0.8,0.0,,,〇
105P022,96.5,96.5,1.0,2.5,0.0,,,〇
105P023,92.1,1.3,92.1,6.6,0.0,,,〇
105P024,85.5,3.6,1.7,9.3,85.5,,,〇
105P025,99.8,0.2,0.0,0.0,0.0,99.8,,〇
105P026,26,34.4,26.0,18.3,21.3,,,×
105P027,49.3,8.9,49.3,10.6,31.2,,,×
105P028,80,4.6,11.4,80.0,4.0,,,〇
105P029,55.7,9.6,7.1,55.7,27.6,,,×
105P030,72.7,5.3,15.0,6.9,72.7,,,〇
105P031,25.6,19.7,25.6,31.1,23.6,,,×
105P032,94.7,94.7,0.3,1.7,3.3,,,〇
105P033,11.3,5.0,3.8,11.3,80.0,,,×
105P034,18.8,8.1,22.5,18.8,50.6,,,×
105P035,99.7,99.7,0.2,0.2,0.0,,,〇
105P036,88.2,0.2,0.2,11.4,88.2,,,〇
105P037,88.9,0.2,88.9,2.1,8.8,,,〇
105P038,90.2,90.2,1.3,0.2,8.3,,,〇
105P039,95.5,0.5,95.5,3.6,0.3,,,〇
105P040,95.4,3.6,0.5,95.4,0.5,,,〇
105P041,66.3,26.4,6.0,66.3,1.3,,,×
105P042,88.6,5.5,88.6,0.8,5.1,,,〇
105P043,99.7,0.0,0.3,99.7,0.0,,,〇
105P044,59.5,59.5,18.8,4.6,17.0,,,×
105P045,91.2,2.0,0.2,91.2,6.6,,,〇
105P046,86.8,4.1,8.6,86.8,0.5,,,〇
105P047,89.3,1.0,5.5,89.3,4.3,,,〇
105P048,93.6,93.6,0.7,1.3,4.5,,,〇
105P049,44,44.0,0.3,32.4,23.3,,,×
105P050,74,4.5,9.4,74.0,12.1,,,〇
105P051,98.5,98.5,0.8,0.7,0.0,,,〇
105P052,70.9,6.1,17.9,70.9,5.1,,,〇
105P053,33.7,51.2,33.7,8.9,6.1,,,×
105P054,88.4,5.0,88.4,3.3,3.3,,,〇
105P055,92.4,92.4,0.3,0.0,7.3,,,〇
105P056,76.7,11.2,76.7,6.0,6.1,,,〇
105P057,90.7,6.8,2.3,90.7,0.2,,,〇
105P058,78.8,4.3,2.8,14.0,78.8,,,〇
105P059,77.2,77.2,16.0,5.0,1.8,,,〇
105P060,33.1,1.0,65.2,33.1,0.7,,,×
105P061,90.7,90.7,9.3,0.0,0.0,,,〇
105P062,96.9,0.5,2.6,0.0,96.9,,,〇
105P063,76.7,21.8,1.2,0.3,76.7,,,〇
105P064,95.9,95.9,2.5,1.0,0.7,,,〇
105P065,98.3,0.2,1.3,0.2,98.3,,,〇
105P066,97.7,1.5,0.0,0.8,97.7,,,〇
105P067,92.1,92.1,5.3,1.8,0.8,,,〇
105P068,71,0.3,2.2,1.2,25.4,71.0,,〇
105P069,97.2,2.3,0.3,0.2,0.0,97.2,,〇
105P070,75.4,2.3,16.0,2.1,75.4,4.1,,〇
105P071,46.1,12.1,46.1,9.9,8.6,23.3,,×
105P072,63.6,24.5,63.6,7.6,3.6,0.7,,×
105P073,39.2,56.2,0.2,1.8,39.2,2.6,,×
105P074,86.3,6.4,1.0,3.1,3.1,86.3,,〇
105P075,85.8,1.5,5.0,85.8,2.5,5.3,,〇
105P076,46.7,11.8,24.0,16.4,1.2,46.7,,×
105P077,60.6,25.5,6.5,2.3,5.1,60.6,,×
105P078,39.4,5.8,7.3,11.4,36.1,39.4,,×
105P079,76.5,0.0,0.5,1.2,21.8,76.5,,〇
105P080,92.7,5.0,0.2,92.7,0.8,1.3,,〇
105P081,54.9,75.3,22.8,21.6,13.1,67.1,,×
105P082,8.9,27.9,19.1,66.0,21.4,65.7,,×
105P083,86.4,92.2,2.6,94.2,0.8,10.1,,〇
105P084,44.8,7.1,22.2,64.0,29.4,77.3,,×
105P085,74.9,1.5,11.6,95.4,12.3,79.3,,〇
105P086,60.2,68.3,91.6,32.1,7.8,0.3,,×
105P087,63,6.8,90.2,23.3,67.9,11.7,,×
105P088,83.1,12.1,84.1,98.7,4.5,0.7,,〇
105P089,75.2,9.4,91.6,82.6,12.6,3.8,,〇
105P090,87.9,2.3,87.9,100.0,0.8,9.0,,〇
105P091,94.5,1.2,3.6,94.5,0.7,,,〇
105P092,35.9,13.1,14.2,35.9,36.8,,,×
105P093,98.8,0.8,0.2,0.2,98.8,,,〇
105P094,41.9,12.6,37.4,41.9,1.0,7.1,,×
105P095,NULL,0.2,0.8,1.5,28.1,69.4,,〇
105P096,82.5,82.5,4.5,4.1,2.3,6.6,,〇
105P097,79.2,1.7,79.2,18.0,1.2,,,〇
105P098,95.5,0.3,4.1,0.0,95.5,,,〇
105P099,99.7,0.2,0.0,0.2,99.7,,,〇
105P100,89.9,1.0,1.8,89.9,7.3,,,〇
105P101,97.5,1.5,0.5,0.5,97.5,,,〇
105P102,92.4,2.1,92.4,4.3,1.2,,,〇
105P103,63,24.0,6.6,7.4,91.9,70.1,,×
105P104,3.1,99.0,76.3,3.4,16.6,4.7,,×
105P105,96,1.0,0.0,2.7,0.3,96.0,,〇
105P106,44.5,,,,,,,×
105P107,98.5,0.3,0.2,1.0,98.5,,,〇
105P108,82.6,9.9,82.6,3.1,4.3,,,〇
105P109,96.4,96.4,0.0,3.3,0.3,,,〇
105P110,96.4,96.4,0.0,0.2,3.5,,,〇
105P111,97.9,0.0,0.5,97.9,1.7,,,〇
105P112,79.5,10.4,2.1,7.9,79.5,,,〇
105P113,97.9,0.3,97.9,0.2,1.7,,,〇
105P114,99.3,0.0,0.0,0.7,99.3,,,〇
105P115,43.7,43.7,5.1,19.2,11.1,20.9,,×
105P116,78.8,1.3,10.1,9.8,78.8,,,〇
105P117,98,0.3,0.0,0.0,1.7,98.0,,〇
105P118,85,8.8,85.0,2.0,4.3,,,〇
105P119,64,22.4,9.5,64.0,4.1,,,×
105P120,98.5,0.3,98.5,1.2,0.0,,,〇
106A001,75.9,1.6,6.1,75.9,16.5,,,〇
106A002,96.9,96.9,0.6,2,0.6,,,〇
106A003,94.2,0.9,0.7,4.1,94.2,,,〇
106A004,98.2,0.1,0.4,98.2,1.2,,,〇
106A005,96.6,1.3,96.6,2,0.1,,,〇
106A006,93.9,93.9,4.6,0.7,0.7,,,〇
106A007,97.6,97.6,0.3,1.7,0.4,,,〇
106A008,94.7,4.4,0.4,94.7,0.5,,,〇
106A009,81,0.4,0.2,18.5,81,,,〇
106A010,65.6,4.2,0.1,30.1,65.6,,,×
106A011,96.7,96.7,0.6,2.1,0.6,,,〇
106A012,88.5,1,88.5,10.1,0.4,,,〇
106A013,98.8,0.2,0.9,98.8,0.1,,,〇
106A014,97.8,0.6,97.8,0.2,1.4,,,〇
106A015,71.3,71.3,5.4,4,19.4,,,〇
106A016,96.6,1.3,0.5,96.6,1.6,,,〇
106A017,91.8,2.7,3.3,2.2,91.8,,,〇
106A018,97.6,0.2,1.3,97.6,0.9,,,〇
106A019,98.9,0.5,98.9,0.6,0,,,〇
106A020,68.9,2,68.9,24.9,4.3,,,×
106A021,98.3,0.9,0.5,98.3,0.2,,,〇
106A022,99.3,0.3,99.3,0.4,0,,,〇
106A023,92.8,92.8,6.6,0.4,0.2,,,〇
106A024,89.5,1.2,5.9,3.3,89.5,,,〇
106A025,88.5,1.9,8.7,0.1,0.8,,,〇
106A026,35.2,26.6,20.4,17.9,35.2,,,×
106A027,42.6,12.9,30.1,14.4,42.6,,,×
106A028,53.8,30.6,53.8,2.5,13.1,,,×
106A029,73.7,73.7,5.8,12.2,8.3,,,〇
106A030,91,3.6,3.7,1.7,91,,,〇
106A031,47.8,17,1.2,47.8,34,,,×
106A032,19.3,19.3,5.2,40.4,35.1,,,×
106A033,43.9,3.7,3.6,43.9,48.8,,,×
106A034,51.7,7.8,22.5,51.7,18,,,×
106A035,80.9,2,5.1,12,80.9,,,〇
106A036,94.3,2.8,2.4,94.3,0.5,,,〇
106A037,96.1,1.4,96.1,1.3,1.2,,,〇
106A038,98.2,0.4,0.4,98.2,1.1,,,〇
106A039,44.8,2.9,45.4,7,44.8,,,×
106A040,96.5,0.3,1.1,96.5,2.2,,,〇
106A041,99.1,99.1,0.4,0.4,0.1,,,〇
106A042,71.3,0.9,23.8,71.3,4,,,〇
106A043,88,88,0.6,0.9,10.5,,,〇
106A044,81.1,0.7,15.8,81.1,2.4,,,〇
106A045,63.6,63.6,6.9,19.6,10,,,×
106A046,67.2,2.9,67.2,28.7,1.2,,,×
106A047,96.7,0.9,1.8,96.7,0.6,,,〇
106A048,17.4,55.2,13.1,14.4,17.4,,,×
106A049,64.7,64.7,7.9,26.7,0.7,,,×
106A050,92.2,92.2,0.9,1.7,5.2,,,〇
106A051,29.9,46.3,29.9,8.3,15.6,,,×
106A052,47.7,47.7,39.8,4.1,8.4,,,×
106A053,86.3,5.8,1.2,6.6,86.3,,,〇
106A054,89.3,5.9,4.1,0.6,89.3,,,〇
106A055,96.7,96.7,0,3,0.4,,,〇
106A056,95.5,95.5,0.6,3.7,0.2,,,〇
106A057,92.3,3.3,1.6,2.7,92.3,,,〇
106A058,62.1,62.1,13.2,9.3,15.4,,,×
106A059,28.8,62.1,28.8,3.5,5.6,,,×
106A060,25.4,25.4,7.2,44.5,22.8,,,×
106A061,69.8,10.7,69.8,5.6,13.9,,,×
106A062,97.6,0.7,0.7,97.6,1,,,〇
106A063,78.7,78.7,2.5,15,3.8,,,〇
106A064,47.8,47.8,16.8,11,24.4,,,×
106A065,92.9,1.9,1.6,92.9,3.6,,,〇
106A066,53.3,2.8,37.5,53.3,6.4,,,×
106A067,93.2,0.4,3.2,3.3,93.2,,,〇
106A068,96.6,96.6,0.1,1.4,1.9,,,〇
106A069,87.5,9.2,1.3,87.5,2,,,〇
106A070,24.5,24.5,31.4,6.8,37.4,,,×
106A071,65.5,18.4,65.5,14.6,1.5,,,×
106A072,61.9,1.4,61.9,0.2,36.4,,,×
106A073,71.2,13.4,6.3,5.3,3.9,,,〇
106A074,90.9,2.4,0.2,1.4,5.1,,,〇
106A075,65.9,0.1,2,19.7,65.9,,,×
106A076,47.7,19.6,47.7,8,7.1,,,×
106A077,52.8,3,24.6,52.8,7.5,,,×
106A078,73.5,25.9,73.5,0.1,0.1,,,〇
106A079,48.2,40.9,48.2,4.3,3.3,,,×
106A080,52.4,1.4,34,2.3,52.4,,,×
106A081,82.6,0.6,82.6,0.8,14.7,,,〇
106A082,37.2,12.5,41.8,34,91.1,,,×
106A083,86.8,2.4,98.2,1.1,88.5,,,〇
106A084,75.8,87.6,7.9,1.3,18,,,〇
106A085,41,6.1,20.5,50.7,84.3,,,×
106A086,42.8,46.5,27.4,20.6,92.9,,,×
106A087,19.5,68.1,24.6,32.2,20.5,,,×
106A088,93,5.3,94,0.6,98,,,〇
106A089,41.2,81.8,4.7,1.7,55.4,,,×
106A090,56.4,81.9,5.7,71.9,30.5,,,×
106A091,29.9,11.2,81.4,49.5,15.6,,,×
106A092,75.8,17.3,4.3,75.8,2.6,,,〇
106A093,92.6,2.2,0.4,4.8,92.6,,,〇
106A094,71.2,11,89.1,81.2,10.7,,,〇
106A095,50.9,50.9,15.6,2.9,30.6,,,×
106A096,95.7,0.3,1.9,95.7,2.2,,,〇
106A097,80.6,5.6,0.2,80.6,6.2,,,〇
106A098,79.1,79.1,0.9,3.3,16.7,,,〇
106A099,44.6,0.8,51.9,44.6,2.7,,,×
106A100,55.5,34.3,1.2,55.5,8.9,,,×
106A101,66.3,0.6,6.5,26.6,66.3,,,×
106A102,88.3,0.1,9.5,2,88.3,,,〇
106A103,59,13.9,59,2.4,10.1,,,×
106A104,60.7,16.4,3.4,19.5,60.7,,,×
106A105,31.4,4.4,22.7,17.3,31.4,,,×
106A106,53.9,0.4,53.9,1.1,44,,,×
106A107,86.2,3.9,3.5,6.3,86.2,,,〇
106A108,83.8,2.6,2.2,11.4,83.8,,,〇
106A109,52.1,0.8,46.6,0.5,52.1,,,×
106A110,94.8,0.9,98.8,4.1,95.8,,,〇
106A111,79.4,0.1,9.2,91.7,11.8,,,〇
106A112,27.5,56.6,57.9,45.3,18.5,,,×
106A113,97.6,0.4,1.1,97.6,0.9,,,〇
106A114,95.9,3.7,0.3,95.9,0.2,,,〇
106A115,94,0.2,5.3,94,0.5,,,〇
106A116,96.8,0.4,96.8,2,0.7,,,〇
106A117,59.1,20.5,59.1,4.1,16.3,,,×
106A118,95.5,0.2,4.1,0.2,95.5,,,〇
106A119,78.8,1.1,12,8.1,78.8,,,〇
106A120,69.4,1.2,10.9,11.8,6.8,,,×
106P001,97,0.6,0.9,97,1.5,,,〇
106P002,80.4,5.4,80.4,13.8,0.4,,,〇
106P003,66,3.5,20.1,66,10.4,,,×
106P004,71.3,2.1,25.1,1.4,71.3,,,〇
106P005,68.4,11.5,18.8,68.4,1.2,,,×
106P006,91.8,0.2,1.4,6.6,91.8,,,〇
106P007,99.6,0.2,0,0.2,99.6,,,〇
106P008,99.4,99.4,0.1,0,0.5,,,〇
106P009,92.1,92.1,0.2,1.7,5.9,,,〇
106P010,72.6,0.1,22.8,4.5,72.6,,,〇
106P011,99.5,0.1,0.1,99.5,0.4,,,〇
106P012,87.9,0.2,1.6,10.3,87.9,,,〇
106P013,99.1,0.1,99.1,0.4,0.4,,,〇
106P014,98.8,0.5,98.8,0.6,0.1,,,〇
106P015,97.9,0.4,1.4,0.4,97.9,,,〇
106P016,86.4,1.2,0.3,86.4,12.1,,,〇
106P017,82.4,82.4,11.1,3.3,3.2,,,〇
106P018,98.9,0.6,0.3,98.9,0.2,,,〇
106P019,99.4,99.4,0.1,0.4,0.1,,,〇
106P020,93.8,93.8,5,0.8,0.4,,,〇
106P021,88.4,88.4,8.9,1,1.7,,,〇
106P022,98.9,0.6,98.9,0.1,0.4,,,〇
106P023,98.9,0.2,0.5,0.4,98.9,,,〇
106P024,95.9,1.1,95.9,1.8,1.2,,,〇
106P025,99.5,0.1,99.5,0,0.4,,,〇
106P026,97.8,97.8,0.6,0.4,1.2,,,〇
106P027,87.9,3,5,87.9,4.2,,,〇
106P028,27.4,2.8,27.1,27.4,42.8,,,×
106P029,31.9,35.4,31.9,15.1,17.6,,,×
106P030,97.5,97.5,1.7,0.2,0.6,,,〇
106P031,60.2,5.1,12.7,21.9,60.2,,,×
106P032,28,12.2,28,34.7,25.1,,,×
106P033,65.7,1.1,1.1,32.2,65.7,,,×
106P034,97.5,0.2,0.3,97.5,1.9,,,〇
106P035,79.9,79.9,16.2,3.5,0.4,,,〇
106P036,74.9,74.9,13.5,7.6,4.1,,,〇
106P037,96.4,0.4,3,96.4,0.2,,,〇
106P038,84.3,12,1.2,84.3,2.5,,,〇
106P039,99.1,0.4,99.1,0.3,0.2,,,〇
106P040,71.6,2.9,71.6,1.2,24.3,,,〇
106P041,78.7,78.7,4,8.3,8.9,,,〇
106P042,91.5,2.8,5.3,91.5,0.4,,,〇
106P043,94.3,0.1,1.7,3.8,94.3,,,〇
106P044,65.9,5.9,27.8,65.9,0.4,,,×
106P045,93,4,2.8,93,0.2,,,〇
106P046,62.7,1.6,8.2,27.5,62.7,,,×
106P047,94.6,94.6,2.3,1.1,2.1,,,〇
106P048,65.6,2.2,29.4,65.6,2.9,,,×
106P049,94.3,0.2,94.3,5,0.5,,,〇
106P050,80.8,7,7.8,4.4,80.8,,,〇
106P051,56.3,16.2,26.1,1.5,56.3,,,×
106P052,96.9,1.1,1.4,96.9,0.6,,,〇
106P053,78.7,78.7,9.3,11.8,0.2,,,〇
106P054,9.8,39.7,20.8,9.8,29.8,,,×
106P055,98.3,0.4,0.7,0.6,98.3,,,〇
106P056,86.7,5,86.7,5.1,3.3,,,〇
106P057,83.8,4,0.5,11.8,83.8,,,〇
106P058,28.1,4.2,26.2,28.1,41.5,,,×
106P059,40.7,44.7,12.4,40.7,2.2,,,×
106P060,9.9,9.9,57.6,28.3,4.1,,,×
106P061,98,0.1,98,0.5,1.5,,,〇
106P062,85.3,1.9,85.3,11.8,1.1,,,〇
