question_code,正答率,選択率1,選択率2,選択率3,選択率4,選択率5,識別値,70%以上のフラグ
106P063,67.6,2.5,5.4,67.6,24.5,,,×
106P064,81.7,13.5,0.7,81.7,4,,,〇
106P065,95,0.2,4.2,0.3,95,,,〇
106P066,15.2,60.5,13.2,15.2,0.9,,,×
106P067,71.5,11.8,71.5,1.8,4.4,,,〇
106P068,81.7,4.1,0.9,0.9,12.5,,,〇
106P069,92.6,3.2,1,92.6,1.2,,,〇
106P070,66.3,12.4,66.3,2.9,4.3,,,×
106P071,62.4,23.5,0.8,12.4,0.8,,,×
106P072,39,39,2.7,5,0.2,,,×
106P073,93.2,1.1,3.1,3.2,95.9,,,〇
106P074,68.3,9,12.9,13.5,74.5,,,×
106P075,60.1,29.5,73.6,9,85.1,,,×
106P076,27.5,37.3,18.1,59.4,51.5,,,×
106P077,20.2,44.1,8.2,38.4,26.2,,,×
106P078,96.6,0.7,1.6,98.8,1.2,,,〇
106P079,12.6,42.2,46,24.5,54.4,,,×
106P080,88.7,98,90.7,0.9,10,,,〇
106P081,58.3,10.3,99.5,19.6,11.9,,,×
106P082,86,8,87.6,5,10.2,,,〇
106P083,92.2,98.1,0.7,93,2.1,,,〇
106P084,18.2,42.3,77.9,71.6,7.9,,,×
106P085,41.8,64.4,1.2,45.4,16.7,,,×
106P086,87.5,3.7,2.6,9.2,90.7,,,〇
106P087,89.9,1.3,0.7,8.1,91.1,,,〇
106P088,86.8,2.6,8.5,87.2,2.3,,,〇
106P089,76.1,,,,,,,〇
106P090,72,,,,,,,〇
106P091,45.9,45.9,31.9,3.7,18.6,,,×
106P092,86.2,86.2,4.6,3.8,5.5,,,〇
106P093,95.6,1.1,62,3.4,33.6,,,〇
106P094,95.6,0.1,0.6,3.7,95.6,,,〇
106P095,97,0.7,97,1.9,0.4,,,〇
106P096,72.1,4,72.1,4.3,19.6,,,〇
106P097,62.7,62.7,11.7,5.3,3,,,×
106P098,42,42,16.8,24.4,15.9,,,×
106P099,79.2,1.5,17.7,0.1,1.6,,,〇
106P100,94.4,1.7,2.9,94.4,1,,,〇
106P101,93.7,0.9,93.7,3,2.4,,,〇
106P102,84.3,0.4,9.2,6.1,84.3,,,〇
106P103,98,98,0.7,1.1,0.3,,,〇
106P104,98.8,0.7,0.1,0.4,98.8,,,〇
106P105,61.8,61.8,27.6,8.7,1.9,,,×
106P106,99,0.4,0.3,0.3,99,,,〇
106P107,83.7,83.7,8.2,2.4,5.6,,,〇
106P108,67.8,67.8,26.1,0.1,0.7,,,×
106P109,74.1,13,3.2,74.1,9.7,,,〇
106P110,25.3,2,49.9,25.3,22.8,,,×
106P111,35.9,0.7,63.2,0.1,35.9,,,×
106P112,62.7,7.4,0.7,29.2,62.7,,,×
106P113,87.3,87.3,2,5.6,5.1,,,〇
106P114,99.2,0.5,0.1,0.2,99.2,,,〇
106P115,47.2,0.3,76.2,66,27.3,,,×
106P116,64.4,27.1,64.4,6,2.6,,,×
106P117,96.9,96.9,1.1,0.8,1.2,,,〇
106P118,81,81,0.9,0.2,17.9,,,〇
106P119,74.2,1.3,7.4,17.2,74.2,,,〇
106P120,79.5,10.4,2.3,79.5,0.4,,,〇
107A001,98.5,98.5,0.1,0.2,1.2,,,〇
107A002,44.7,4.3,44.7,21.6,29.5,,,×
107A003,97.4,1.7,0.3,0.7,97.4,,,〇
107A004,73,24.3,1.7,73,0.9,,,〇
107A005,99.4,0.3,99.4,0.2,0.1,,,〇
107A006,95.1,95.1,0.6,3.9,0.4,,,〇
107A007,97.4,1.2,0.3,1.1,97.4,,,〇
107A008,98.1,0.3,0.3,1.3,98.1,,,〇
107A009,52.8,1.6,52.8,18.9,26.7,,,×
107A010,84.2,2.6,1.3,11.9,84.2,,,〇
107A011,47.6,5,8.9,47.6,38.5,,,×
107A012,98.6,0.2,0.7,0.5,98.6,,,〇
107A013,78.9,8.5,78.9,1.8,10.8,,,〇
107A014,98.3,0.7,98.3,0.4,0.5,,,〇
107A015,96.2,0.6,1.5,1.8,96.2,,,〇
107A016,98,0.3,1.4,98,0.3,,,〇
107A017,92.7,0.4,0.2,6.7,92.7,,,〇
107A018,97.3,0.3,0.1,2.3,97.3,,,〇
107A019,96.9,96.9,0.6,1.6,0.8,,,〇
107A020,94.8,1.2,3.5,94.8,0.5,,,〇
107A021,98.7,0.3,0.6,98.7,0.4,,,〇
107A022,90.2,3.8,90.2,5.5,0.5,,,〇
107A023,99.1,0.5,99.1,0.3,0.1,,,〇
107A024,98.3,0.5,0.7,98.3,0.5,,,〇
107A025,91.8,0.2,0.1,0.6,7.3,91.8,,〇
107A026,71.4,10.7,3.6,71.4,14.4,,,〇
107A027,53,10,15.5,21.5,53,,,×
107A028,23,15.4,29.9,31.7,23,,,×
107A029,80.9,80.9,0.8,16.4,1.9,,,〇
107A030,96.1,0.6,96.1,1.1,2.2,,,〇
107A031,83.5,0.4,83.5,16,0.1,,,〇
107A032,62.7,62.7,20.4,10.1,6.8,,,×
107A033,98,0.5,0.3,1.2,98,,,〇
107A034,68.2,68.2,13.1,11.6,7.1,,,×
107A035,99,0.3,0.5,99,0.2,,,〇
107A036,85.7,2.1,10,85.7,2.3,,,〇
107A037,78.1,78.1,0.4,0.5,21,,,〇
107A038,71.8,1.1,8.4,71.8,18.7,,,〇
107A039,92.8,6.1,0.5,0.7,92.8,,,〇
107A040,72.9,7.4,16.6,72.9,3.2,,,〇
107A041,83.1,12.8,2.3,1.7,83.1,,,〇
107A042,84.5,84.5,0.7,14.6,0.2,,,〇
107A043,68.6,6.7,13.4,11.4,68.6,,,×
107A044,96.6,1.4,0.9,1.1,96.6,,,〇
107A045,93.4,2.4,93.4,1.5,2.8,,,〇
107A046,57.5,20.4,6.4,57.5,15.7,,,×
107A047,85.6,0.4,0.5,85.6,13.4,,,〇
107A048,60.3,1.4,1.4,36.8,60.3,,,×
107A049,93.9,2.3,2.5,93.9,1.3,,,〇
107A050,98.2,0.4,0.2,1.3,98.2,,,〇
107A051,93.3,0.6,3.3,93.3,2.8,,,〇
107A052,50.3,50.3,3.3,1.3,45,,,×
107A053,75.2,11.6,2.4,75.2,10.8,,,〇
107A054,96.3,0.1,0.9,96.3,2.6,,,〇
107A055,90.4,3.2,90.4,1.3,5.1,,,〇
107A056,61.7,1.7,61.7,7.6,29,,,×
107A057,96.5,1.6,0.5,1.3,96.5,,,〇
107A058,42.3,9.2,42.3,33.5,15.1,,,×
107A059,66.3,2.2,66.3,6.2,25.2,,,×
107A060,92.8,92.8,6.8,0.1,0.3,,,〇
107A061,77.2,0.4,4.6,17.7,77.2,,,〇
107A062,94.5,1.8,2.7,1,94.5,,,〇
107A063,81.2,5.6,7.1,81.2,6.1,,,〇
107A064,63.6,3.9,0.3,63.6,32.2,,,×
107A065,48.1,44.7,48.1,5.3,1.9,,,×
107A066,92,6.3,0.7,1,92,,,〇
107A067,82.6,2.8,82.6,10,4.6,,,〇
107A068,78,3.3,7.2,5,78,6.5,,〇
107A069,74,0.5,74,7.2,13.4,4.9,,〇
107A070,31.1,31.1,11.1,10.1,38,9.8,,×
107A071,27.2,1.7,4.3,27.2,32.9,33.9,,×
107A072,59.8,59.8,7.7,13.5,6.1,12.9,,×
107A073,70.1,70.1,5.5,4.6,15.4,4.4,,〇
107A074,63.5,26.9,3.7,63.5,4.2,1.7,,×
107A075,83,83,0.9,7.2,2,7,,〇
107A076,54.4,3.6,29.7,54.4,3.7,8.6,,×
107A077,83.3,0.1,0.5,6.4,9.6,83.3,,〇
107A078,93.5,3.2,1.9,93.5,1,0.4,,〇
107A079,45.1,0.7,28.9,0.9,24.3,45.1,,×
107A080,71,0.4,18,71,7.9,2.8,,〇
107A081,96.1,1.5,0.8,0.9,0.8,96.1,,〇
107A082,20.8,61.8,41.4,47.3,28.3,21.2,,×
107A083,4,8.8,33.2,26.9,84,47.1,,×
107A084,97,98.7,2.5,98,0.5,0.2,,〇
107A085,57.8,83.9,71.9,27.1,3.7,13.4,,×
107A086,96.8,0.6,0.8,99.1,2,97.5,,〇
107A087,78.2,0.1,16.7,83.4,94.4,5.4,,〇
107A088,57.1,0.4,76,42,0.8,80.8,,×
107A089,91.8,99.2,92.4,0.7,4.1,3.5,,〇
107A090,82.5,,,,,,,〇
107A091,83.5,83.5,2.2,2.3,9.9,2.2,,〇
107A092,90.1,1.2,0.6,94,95.9,8.2,,〇
107A093,92.4,0.8,1,97.3,5.9,95,,〇
107A094,96.4,2.9,96.4,0.4,0.3,,,〇
107A095,97.5,0.2,1.2,1.2,97.5,,,〇
107A096,94.6,0.4,3.6,1.4,94.6,,,〇
107A097,45.5,11.5,42.3,45.5,0.7,,,×
107A098,90.9,0.4,90.9,6,2.6,,,〇
107A099,88.1,0.1,10.7,88.1,1,,,〇
107A100,71.7,4.1,71.7,0.4,23.8,,,〇
107A101,96.1,0.5,0.2,96.1,3.2,,,〇
107A102,95.2,0.1,2.8,95.2,1.9,,,〇
107A103,89.5,0.4,89.5,9.5,0.7,,,〇
107A104,51.9,1.5,42.4,4.2,51.9,,,×
107A105,84.6,0.2,12.4,2.8,84.6,,,〇
107A106,99.1,99.1,0.3,0.4,0.2,,,〇
107A107,85,12.2,2.1,0.7,85,,,〇
107A108,90,90,6.8,2.9,0.3,,,〇
107A109,74.5,1.5,6.1,74.5,17.9,,,〇
107A110,99.3,99.3,0.1,0.1,0.4,,,〇
107A111,98.2,0.4,0.1,1.3,98.2,,,〇
107A112,97.5,0.6,1.5,97.5,0.4,,,〇
107A113,98.8,0.6,0.3,0.3,98.8,,,〇
107A114,69.8,69.8,1,21.7,7.5,,,×
107A115,68,18.6,68,13.2,0.3,,,×
107A116,84.4,14.7,84.4,0.7,0.3,,,〇
107A117,70.7,10.1,14,5.3,70.7,,,〇
107A118,93.5,4,93.5,1.8,0.7,,,〇
107A119,55.9,55.9,9.1,15.7,19.4,,,×
107A120,96.7,1,96.7,1.3,1,,,〇
107P001,96.5,2.1,0.6,96.5,0.8,,,〇
107P002,92,6.5,92,1.4,0.1,,,〇
107P003,82.7,6.8,1.1,82.7,9.4,,,〇
107P004,81.6,1,3.1,14.2,81.6,,,〇
107P005,70.8,26.1,1.4,1.7,70.8,,,〇
107P006,94.8,0.9,2.6,1.7,94.8,,,〇
107P007,94.4,94.4,1.7,2,2,,,〇
107P008,97.5,0.3,0.7,97.5,1.5,,,〇
107P009,99.3,0.3,99.3,0.4,0.1,,,〇
107P010,91.6,1.3,1.5,91.6,5.7,,,〇
107P011,99.4,0.2,0.3,99.4,0.1,,,〇
107P012,74.4,74.4,5.2,10.1,10.2,,,〇
107P013,92.7,2.1,4.6,0.6,92.7,,,〇
107P014,97.9,1.4,97.9,0.5,0.1,,,〇
107P015,99.3,0.3,0.2,99.3,0.2,,,〇
107P016,79.3,8,6.2,79.3,6.5,,,〇
107P017,98.2,0.6,98.2,0.8,0.4,,,〇
107P018,95.6,2.4,95.6,1.6,0.5,,,〇
107P019,99.3,0.1,0.3,99.3,0.3,,,〇
107P020,98.4,0.6,98.4,0.3,0.7,,,〇
107P021,96.9,2.3,96.9,0.5,0.3,,,〇
107P022,NULL,34.7,9.4,3,53,,,〇
107P023,79.9,7.5,9.4,79.9,3.2,,,〇
107P024,NULL,8.6,67.5,5.3,18.6,,,〇
107P025,97,0.3,0.7,1.7,97,0.3,,〇
107P026,59.5,59.5,2.1,14,24.4,,,×
107P027,52.7,2.1,11,52.7,34.2,,,×
107P028,80.9,8.3,5.7,5.1,80.9,,,〇
107P029,37.2,3,29.1,30.7,37.2,,,×
107P030,59.7,27.8,3,59.7,9.5,,,×
107P031,72.6,5.9,3.2,72.6,18.3,,,〇
107P032,47,47,12.4,18.9,21.7,,,×
107P033,88,6.6,0.3,5.2,88,,,〇
107P034,92.5,5.6,0.9,1,92.5,,,〇
107P035,88.6,0.2,3.5,88.6,7.7,,,〇
107P036,86.8,10.4,1.6,1.2,86.8,,,〇
107P037,90.2,8.2,0.7,90.2,0.8,,,〇
107P038,27.3,27.3,27.3,34.2,11.2,,,×
107P039,84.8,8.4,3.3,84.8,3.5,,,〇
107P040,97.4,1.2,0.9,0.5,97.4,,,〇
107P041,90.5,1.3,1.4,6.9,90.5,,,〇
107P042,70.4,11.5,16.5,70.4,1.6,,,〇
107P043,72.9,20.7,6,0.4,72.9,,,〇
107P044,58.5,23.3,58.5,2.6,15.6,,,×
107P045,29.6,14.2,29.6,15,41.2,,,×
107P046,59.3,22,8.6,10,59.3,,,×
107P047,70.2,24.3,3.8,70.2,1.7,,,〇
107P048,35.7,50.9,0.9,12.4,35.7,,,×
107P049,75.2,9.5,75.2,10.2,5.1,,,〇
107P050,92.6,4.6,1,1.9,92.6,,,〇
107P051,10.1,69,10.1,7,13.9,,,×
107P052,37.9,19.5,21.8,20.8,37.9,,,×
107P053,91.1,91.1,6.2,1.2,1.5,,,〇
107P054,94.9,4.1,0.4,94.9,0.6,,,〇
107P055,82.1,82.1,8.9,3.8,5.2,,,〇
107P056,78.5,78.5,14.3,3.4,3.8,,,〇
107P057,65.6,6.3,11.1,65.6,17,,,×
107P058,41.6,18.8,18.4,21.3,41.6,,,×
107P059,76.8,3.7,2.9,16.7,76.8,,,〇
107P060,84.6,84.6,9.5,4.4,1.6,,,〇
107P061,88.8,5.3,0.4,5.5,88.8,,,〇
107P062,25.4,0.8,25.4,57.8,16,,,×
107P063,57.5,6.1,20,16.4,57.5,,,×
107P064,86.6,86.6,0.2,3.9,9.3,,,〇
107P065,25.2,1.6,2.6,70.6,25.2,,,×
107P066,85.6,5.5,85.6,8.1,0.8,,,〇
107P067,98.3,0.3,0.6,0.8,98.3,,,〇
107P068,98.5,0.3,0.6,98.5,0.7,,,〇
107P069,74.8,1.5,8.4,74.8,15.3,,,〇
107P070,77.2,1.7,18.8,77.2,1.1,1.2,,〇
107P071,48.5,1.5,1.9,1.8,46.2,48.5,,×
107P072,76.2,0.4,0.6,76.2,1.6,21.2,,〇
107P073,84,5,2.6,3.3,5.1,84,,〇
107P074,37.1,10.9,25.4,37.1,6.2,20.5,,×
107P075,76.5,0.5,76.5,1.8,0.6,20.7,,〇
107P076,23.4,13.8,12.6,23.4,16.9,33.2,,×
107P077,73,0.8,8.8,14.9,73,2.5,,〇
107P078,89.4,0.4,89.4,4.8,4.1,1.3,,〇
107P079,86.2,0.3,4.7,86.2,8.4,0.4,,〇
107P080,64.5,64.5,14.4,12.3,3.1,5.8,,×
107P081,77.1,7.3,3.5,8.3,77.1,3.8,,〇
107P082,89.3,89.3,4.9,2.6,0.4,2.8,,〇
107P083,56.6,94.7,29.6,11.5,5.2,59,,×
107P084,49.8,38.3,70.2,12.9,3.3,75.3,,×
107P085,97.4,0.9,0.6,98.2,99.1,1.3,,〇
107P086,71.7,5.6,16.8,97.9,6.6,73,,〇
107P087,15.3,24.6,70.9,25,23.8,55.8,,×
107P088,69.7,20.7,83,85.9,9.6,0.8,,×
107P089,56.3,35,74.1,79.7,9.5,1.8,,×
107P090,68.2,,,,,,,×
107P091,64,15.1,20.1,0.8,64,,,×
107P092,84.6,84.6,0.7,5.4,9.3,,,〇
107P093,93.8,93.8,0.4,5.4,0.4,,,〇
107P094,62.2,20.4,8.4,9,62.2,,,×
107P095,72.3,0.6,72.3,0.8,20.2,6.1,,〇
107P096,82.7,82.7,9.2,7.5,0.6,,,〇
107P097,58.7,27.4,58.7,11.1,1.4,1.4,,×
107P098,94.7,94.7,0.4,0.4,4.5,,,〇
107P099,99.2,0.3,0.2,99.2,0.3,,,〇
107P100,75,75,23.9,1,0.1,,,〇
107P101,79.7,0.3,11.5,79.7,4.3,4.2,,〇
107P102,98.1,0.2,98.1,0.1,1.5,,,〇
107P103,81.1,1.2,3.4,1,13.3,81.1,,〇
107P104,82.8,82.8,0.5,0.6,16.1,,,〇
107P105,36.6,15.4,36.6,26.1,21.8,,,×
107P106,92.3,3.7,1.6,92.3,2.5,,,〇
107P107,67.3,30.6,0.1,2,67.3,,,×
107P108,97.8,0.3,0.1,1.8,97.8,,,〇
107P109,97.4,97.4,1,1,0.7,,,〇
107P110,97.8,0.3,0.3,1.6,97.8,,,〇
107P111,57.1,0.6,41.7,57.1,0.6,,,×
107P112,87.8,0.7,3.1,87.8,8.3,,,〇
107P113,56.8,56.8,5.3,34.8,3.2,,,×
107P114,41.1,41.1,4.9,0.8,53.2,,,×
107P115,43.9,14.9,27,43.9,14.1,,,×
107P116,45.2,45.5,45.2,2.7,6.7,,,×
107P117,71.6,2.1,12.9,71.6,13.4,,,〇
107P118,82.7,10.5,3.9,2.8,82.7,,,〇
107P119,96.1,2.1,0.5,96.1,1.3,,,〇
107P120,54.2,54.2,42.4,2.4,1,,,×
108A001,91.8,91.8,7,0.9,0.3,,,〇
108A002,96.9,1.7,0.7,96.9,0.7,,,〇
108A003,65.1,5.7,27.1,2.1,65.1,,,×
108A004,98.7,98.7,0.8,0.2,0.4,,,〇
108A005,NULL,46.9,52.6,0.2,0.3,,,〇
108A006,99.2,0.3,99.2,0.4,0.2,,,〇
108A007,91.3,0.6,1.9,6.2,91.3,,,〇
108A008,97.1,97.1,0.3,2,0.7,,,〇
108A009,98.3,0.3,0.6,98.3,0.8,,,〇
108A010,67.8,0.3,25.5,67.8,6.4,,,×
108A011,80.4,0.4,18.9,80.4,0.3,,,〇
108A012,87.9,2.1,87.9,8.9,1.1,,,〇
108A013,98.9,0.2,98.9,0.5,0.4,,,〇
108A014,94.9,0.6,2.8,94.9,1.7,,,〇
108A015,83,3.7,83,1.8,11.5,,,〇
108A016,98.7,0.8,0.4,98.7,0.1,,,〇
108A017,71.7,71.7,2,14,12.3,,,〇
108A018,94.4,1.4,2.8,1.4,94.4,,,〇
108A019,99.4,99.4,0.1,0.3,0.2,,,〇
108A020,83.3,0.3,9.3,83.3,7.2,,,〇
108A021,98.1,0.2,0.7,98.1,0.9,,,〇
108A022,99.2,0.2,0.1,0.4,99.2,,,〇
108A023,67.3,4.8,2.2,67.3,25.7,,,×
108A024,88.2,5.3,3.8,2.2,88.2,0.5,,〇
108A025,97.5,0.4,0.3,0.4,1.4,97.5,,〇
108A026,26,26,18.3,12.8,42.9,,,×
108A027,84.9,5.7,2.1,7.3,84.9,,,〇
108A028,64.6,64.6,6.7,6.1,22.6,,,×
108A029,57.6,57.6,3,33,6.4,,,×
108A030,94.9,0.2,4.5,94.9,0.4,,,〇
108A031,47.9,7.3,34.7,47.9,10.1,,,×
108A032,88.9,2.7,88.9,7.6,0.8,,,〇
108A033,39.4,39.4,26.7,19,15,,,×
108A034,26.9,10.3,26.9,35,27.7,,,×
108A035,89.3,89.3,0.4,0.5,9.7,,,〇
108A036,88.9,88.9,3,1.7,6.3,,,〇
108A037,98.8,0.3,0.5,98.8,0.4,,,〇
108A038,61.5,23.4,5.8,9.3,61.5,,,×
108A039,99.5,99.5,0.1,0.1,0.2,,,〇
108A040,41.9,41.9,32.1,19.5,6.5,,,×
108A041,93.1,1.2,93.1,2.8,2.9,,,〇
108A042,63,6.6,7.8,22.5,63,,,×
108A043,61.1,14.1,9,15.7,61.1,,,×
108A044,64,0.2,35.4,64,0.3,,,×
108A045,96.6,96.6,0.3,0.4,2.6,,,〇
108A046,91.2,2.6,2.6,91.2,3.6,,,〇
108A047,87.4,7.3,5.1,87.4,0.2,,,〇
108A048,92.3,0.7,5.6,1.4,92.3,,,〇
108A049,39.2,44.4,39.2,1,15.5,,,×
108A050,93,3.7,93,0.8,2.5,,,〇
108A051,75.2,20.1,4.3,75.2,0.3,,,〇
108A052,96.8,0.2,0.8,96.8,2.2,,,〇
108A053,96.8,1.7,0.1,1.5,96.8,,,〇
108A054,97.3,0.6,1.3,97.3,0.8,,,〇
108A055,78.2,10.4,78.2,5.7,5.6,,,〇
108A056,85.9,0.9,85.9,0.7,12.5,,,〇
108A057,98.4,0.1,0.2,1.2,98.4,,,〇
108A058,77.1,5.6,77.1,4.5,12.7,,,〇
108A059,92.5,92.5,7.1,0.3,0.1,,,〇
108A060,71,3.9,17.8,71,7.4,,,〇
108A061,27.1,27.1,18.1,0.4,54.4,,,×
108A062,74.5,74.5,6,9.8,9.6,,,〇
108A063,18.7,65.2,0.8,18.7,15.3,,,×
108A064,97.8,0.3,1.4,97.8,0.5,,,〇
108A065,82,1.1,4.4,82,12.5,,,〇
108A066,98.4,98.4,0.7,0.5,0.4,,,〇
108A067,80.3,12.9,3.3,80.3,3.5,,,〇
108A068,86.8,3.4,86.8,1.7,8.2,,,〇
108A069,29,29,53.5,8,9.5,,,×
108A070,72.2,72.2,3.6,12.6,11.6,,,〇
108A071,90.8,0.4,90.8,0.3,8.5,,,〇
108A072,47.1,0.3,9.3,43.3,47.1,,,×
108A073,81.4,0.8,2.8,81.4,15.1,,,〇
108A074,86.8,1.3,1.2,10.7,86.8,,,〇
108A075,99.4,99.4,0.3,0.2,0.2,,,〇
108A076,98.3,0.4,0.2,98.3,1.1,,,〇
108A077,95.5,95.5,3,1,0.5,,,〇
108A078,93.2,93.2,2.3,1.9,2.6,,,〇
108A079,54.5,6.6,7.9,6.2,24.8,54.5,,×
108A080,82.6,0.5,9.3,3.2,4.3,82.6,,〇
108A081,87.8,5.2,87.8,0.8,0.3,5.9,,〇
108A082,91.8,2.3,1.5,2.9,1.6,91.8,,〇
108A083,36.9,34.5,16.4,77.3,23.2,48.6,,×
108A084,22.8,27.5,55.9,40.2,31.1,45.3,,×
108A085,40.6,54.7,13.1,7.1,80.7,44.4,,×
108A086,15.2,18.5,53.5,53.8,29.5,44.6,,×
108A087,61.4,21.1,20.3,77.4,67.6,13.6,,×
108A088,97.3,98.7,0.5,98.3,0.9,1.6,,〇
108A089,54.8,74.1,34.2,8.9,77,5.8,,×
108A090,91.7,,,,,,,〇
108A091,44.7,33.7,9.1,44.7,12.4,,,×
108A092,90.7,2.4,90.7,0.3,6.5,,,〇
108A093,61.8,2.6,3.1,61.8,32.5,,,×
108A094,60.8,2.9,60.8,5.2,31.1,,,×
108A095,20.2,7.8,29.9,20.2,42,,,×
108A096,68.2,2.2,68.2,2.5,27.1,,,×
108A097,57.8,57.8,6.5,13,22.6,,,×
108A098,99.1,0.1,0.3,0.5,99.1,,,〇
108A099,68,0.4,28.8,68,2.8,,,×
108A100,68.9,98.5,71,21.4,2.1,7,,×
108A101,98,0.3,0.4,1.3,98,,,〇
108A102,93.8,93.8,2.5,1.5,2.3,,,〇
108A103,93.7,0.9,93.7,2.5,2.8,,,〇
108A104,96.8,0.1,0.2,96.8,2.9,,,〇
108A105,91.2,3.9,91.2,0.6,4.2,,,〇
108A106,90.1,90.1,2.3,4.2,3.4,,,〇
108A107,91.6,1.4,91.6,4.3,2.7,,,〇
108A108,89.4,1.1,2.6,7.3,95.3,93.7,,〇
108A109,17.8,2.1,42.4,17.8,37.7,,,×
108A110,92.5,6.9,0.6,56,36.5,,,〇
108A111,69.8,4.2,14.2,12.7,80.9,88,,×
108A112,90.7,5,1.6,2.7,90.7,,,〇
108A113,65.2,65.2,25,0.7,9.1,,,×
108A114,97.8,0.1,1.4,97.8,0.7,,,〇
108A115,60.6,85.9,74.4,38.6,0.5,0.6,,×
108A116,94.5,0.1,0.3,94.5,5.1,,,〇
108A117,94.4,94.4,2.4,2.7,0.4,,,〇
108A118,89.9,3.7,2,89.9,4.4,,,〇
108A119,97.6,0.3,0.2,1.1,97.6,0.8,,〇
108A120,96.9,96.9,2.2,0.1,0.8,,,〇
108P001,98,0.5,98,0.7,0.8,,,〇
108P002,98.8,0.1,1,98.8,0.1,,,〇
108P003,96.8,0.3,96.8,2.8,0.1,,,〇
108P004,99.3,0.2,99.3,0.4,0.1,,,〇
108P005,90.1,6.5,2.8,90.1,0.6,,,〇
108P006,99.4,0.2,0.1,0.3,99.4,,,〇
108P007,94.6,4.1,1.2,94.6,0.2,,,〇
108P008,91.7,4.1,0.3,3.9,91.7,,,〇
108P009,82.7,11,4.7,82.7,1.5,,,〇
108P010,98.9,98.9,0.5,0.1,0.4,,,〇
108P011,96.9,0.2,0.4,96.9,2.5,,,〇
